id,title,budget,revenue,release_date,vote_average,vote_count,popularity,original_language,genres
1665254,Life Asks,32,24,2026-01-30,7.0,1,14.6694,en,документальный
948,Хэллоуин,325000,70260597,1978-10-24,7.561,6225,12.5637,en,"ужасы, триллер"
615,Страсти Христовы,30000000,610063468,2004-02-25,7.547,5236,12.8645,en,драма
381288,Сплит,9000000,278454358,2017-01-19,7.342,18394,12.7293,en,"ужасы, триллер"
284052,Доктор Стрэндж,180000000,676343174,2016-10-25,7.423,23535,13.4356,en,"фэнтези, приключения, боевик"
601,Инопланетянин,10500000,797307407,1982-06-11,7.5,12055,11.7456,en,"приключения, фантастика, семейный"
920,Тачки,120000000,461983149,2006-06-08,7.037,15213,14.29,en,"мультфильм, приключения, комедия, семейный"
10198,Принцесса и лягушка,105000000,270997378,2009-12-08,7.227,6158,14.1446,en,"мультфильм, мелодрама, фэнтези, семейный"
414419,Убить Билла: Кровавое дело целиком,60000000,12338649,2011-03-27,8.1,1331,13.8124,en,"боевик, криминал"
321612,Красавица и чудовище,160000000,1266115964,2017-03-16,6.967,16044,13.1863,en,"семейный, фэнтези, мелодрама"
10494,Истинная грусть,830442,2743097,1998-02-28,8.307,3238,13.1605,ja,"мультфильм, триллер"
345940,Мег: Монстр глубины,150000000,530517320,2018-08-09,6.249,8233,13.1019,en,"боевик, фантастика, ужасы"
24,Убить Билла,30000000,180906076,2003-10-10,7.973,19056,13.0756,en,"боевик, криминал"
1359,Американский психопат,7000000,34269748,2000-04-13,7.403,12381,13.0712,en,"триллер, драма, криминал"
335983,Веном,116000000,856085151,2018-09-28,6.826,17315,13.068,en,"фантастика, боевик"
438695,Зверопой 2,85000000,408402685,2021-12-01,7.832,4808,13.0655,en,"мультфильм, комедия, семейный, музыка"
812583,Достать ножи: Воскрешение покойника,210000000,4000000,2025-11-26,7.209,2611,13.0367,en,"триллер, детектив, комедия"
497698,Чёрная вдова,200000000,379751131,2021-07-07,7.165,11315,13.0194,en,"боевик, приключения, фантастика"
976573,Элементарно,200000000,496444308,2023-06-14,7.584,5383,12.984,en,"мультфильм, комедия, семейный, мелодрама"
166428,Как приручить дракона 3,129000000,539987993,2019-01-03,7.754,7159,12.9828,en,"мультфильм, семейный, приключения"
1007734,Никто 2,25000000,43285109,2025-08-13,6.924,1657,12.9724,en,"боевик, триллер, комедия"
102899,Человек-муравей,130000000,519311965,2015-07-14,7.067,20946,12.971,en,"фантастика, приключения, боевик"
11544,Лило и Стич,80000000,273144151,2002-06-21,7.561,7132,12.9627,en,"мультфильм, семейный, комедия, фантастика"
170,28 дней спустя,8000000,82784517,2002-10-31,7.244,8583,12.9399,en,"ужасы, триллер, фантастика"
76492,Монстры на каникулах,85000000,358375603,2012-09-20,6.967,9217,12.9327,en,"мультфильм, комедия, семейный, фэнтези"
146233,Пленницы,46000000,122127446,2013-09-19,8.106,13178,12.8948,en,"драма, триллер, криминал"
11551,Солдатики,40000000,54682547,1998-07-10,6.558,2346,12.887,en,"комедия, приключения, фэнтези, фантастика, боевик"
616037,Тор: Любовь и гром,250000000,760928081,2022-07-06,6.368,8632,12.8715,en,"фэнтези, боевик, комедия"
615,Страсти Христовы,30000000,610063468,2004-02-25,7.547,5236,12.8645,en,драма
264660,Из машины,15000000,36869414,2015-01-21,7.573,14340,12.8616,en,"драма, фантастика"
207703,Kingsman: Секретная служба,81000000,414351546,2015-01-24,7.62,17893,12.8607,en,"криминал, комедия, боевик, приключения"
260513,Суперсемейка 2,200000000,1243225667,2018-06-14,7.454,13750,12.8402,en,"боевик, приключения, мультфильм, семейный"
7131,Ван Хельсинг,160000000,300257475,2004-05-03,6.42,6707,12.8388,en,"ужасы, приключения, боевик"
57158,Хоббит: Пустошь Смауга,250000000,958400000,2013-12-11,7.581,14293,12.8268,en,"фэнтези, приключения, боевик"
1687852,Les Ghostfacers,10000,20000,,10.0,1,12.8056,fr,
607,Люди в чёрном,90000000,589390539,1997-07-02,7.225,14917,12.77,en,"боевик, приключения, комедия, фантастика"
185,Заводной апельсин,2200000,27033812,1971-10-28,8.176,13891,12.7686,en,"фантастика, криминал"
426063,Носферату,50000000,181805645,2024-12-25,6.715,3729,11.7999,en,"ужасы, фэнтези"
598,Город бога,3300000,30641770,2002-08-30,8.428,8250,12.4752,pt,"драма, криминал"
102651,Малефисента,180000000,758539785,2014-05-28,7.088,13784,12.4686,en,"фэнтези, приключения, боевик, семейный, мелодрама"
2501,Идентификация Борна,60000000,214034224,2002-06-14,7.48,10159,12.4618,en,"боевик, детектив, триллер"
107,Большой куш,100000000,83557872,2000-09-01,7.8,10048,12.4245,en,"криминал, комедия"
500,Бешеные псы,1200000,2859750,1992-09-02,8.1,15542,12.3919,en,"криминал, триллер"
398818,Назови меня своим именем,3500000,43143046,2017-10-01,8.089,12791,12.385,en,"мелодрама, драма"
28178,Хатико: Самый верный друг,16000000,46800000,2009-06-08,8.007,7222,12.3591,en,"драма, семейный"
870028,Расплата 2,80000000,103223366,2025-04-23,7.1,1819,12.3441,en,"детектив, криминал, триллер"
257344,Пиксели,88000000,244874809,2015-07-16,5.784,8083,12.3318,en,"боевик, комедия, фантастика"
950,Ледниковый период 2: Глобальное потепление,80000000,660998756,2006-03-29,6.723,10393,12.2628,en,"мультфильм, семейный, комедия, приключения"
843,Любовное настроение,3000000,15867968,2000-09-29,8.087,3287,11.8175,cn,"драма, мелодрама"
299537,Капитан Марвел,152000000,1131416446,2019-03-06,6.8,16830,12.6213,en,"боевик, приключения, фантастика"
520763,Тихое место 2,55000000,297372261,2021-05-21,7.432,7458,11.1153,en,"фантастика, триллер, ужасы"
346,Семь Самураев,2000000,105000000,1954-04-26,8.4,4267,12.2622,ja,"боевик, драма"
438695,Зверопой 2,85000000,408402685,2021-12-01,7.832,4808,13.0655,en,"мультфильм, комедия, семейный, музыка"
23483,Пипец,28000000,96188903,2010-03-26,7.123,12437,11.0688,en,"боевик, криминал"
854,Маска,23000000,351583407,1994-07-29,6.992,11346,12.0291,en,"комедия, фэнтези, криминал, мелодрама"
575264,Миссия невыполнима: Смертельная расплата. Часть первая,220000000,571125435,2023-07-08,7.506,5179,12.0122,en,"боевик, приключения, триллер"
2503,Ультиматум Борна,70000000,442824138,2007-08-03,7.439,8416,11.1459,en,"боевик, драма, детектив, триллер"
1813,Адвокат дьявола,57000000,153000000,1997-10-17,7.479,6856,12.1953,en,"ужасы, драма, детектив"
37169,Человеческая многоножка (Первое построение),2000000,252207,2009-10-31,5.185,2415,12.1928,en,ужасы
630,Волшебник страны Оз,2777000,33754967,1939-08-21,7.6,6147,12.1712,en,"приключения, фэнтези, семейный"
1710418,METILNATOR 1,45,1000,2026-06-18,10.0,1,12.1235,es,фантастика
581528,"Гангстер, коп и дьявол",6500000,25775371,2019-05-15,7.884,1508,12.0983,ko,"боевик, криминал, триллер"
245891,Джон Уик,20000000,86085191,2014-10-16,7.459,20958,12.0782,en,"боевик, триллер"
679,Чужие,18500000,183316455,1986-07-18,7.965,10936,12.068,en,"боевик, триллер, фантастика"
558449,Гладиатор 2,310000000,462180717,2024-11-13,6.609,4518,12.0512,en,"боевик, приключения, драма"
796,Жестокие игры,10500000,76347426,1999-03-05,6.819,3612,12.0431,en,"драма, мелодрама"
1271,300 спартанцев,65000000,456082343,2007-03-07,7.205,14812,12.0334,en,"боевик, приключения, военный"
474350,Оно 2,79000000,473123154,2019-09-04,6.838,9677,12.0315,en,"ужасы, триллер, драма"
854,Маска,23000000,351583407,1994-07-29,6.992,11346,12.0291,en,"комедия, фэнтези, криминал, мелодрама"
102899,Человек-муравей,130000000,519311965,2015-07-14,7.067,20946,12.971,en,"фантастика, приключения, боевик"
18239,Сумерки. Сага: Новолуние,50000000,709827462,2009-11-18,5.989,9782,11.2637,en,"приключения, фэнтези, драма, мелодрама"
324852,Гадкий я 3,80000000,1034800131,2017-06-15,6.469,7664,12.0083,en,"боевик, мультфильм, комедия, семейный, приключения"
1193501,Свист,2000000,4987632,2026-01-20,6.3,514,13.4187,en,"ужасы, детектив"
796,Жестокие игры,10500000,76347426,1999-03-05,6.819,3612,12.0431,en,"драма, мелодрама"
194,Амели,10000000,173921954,2001-04-25,7.919,12461,12.5067,fr,"комедия, мелодрама"
207703,Kingsman: Секретная служба,81000000,414351546,2015-01-24,7.62,17893,12.8607,en,"криминал, комедия, боевик, приключения"
9802,Скала,75000000,335062621,1996-06-07,7.152,5231,10.5516,en,"боевик, приключения, триллер"
581,Танцующий с волками,22000000,424208848,1990-11-09,7.846,4719,10.7352,en,"приключения, драма, вестерн"
1892,Звёздные войны: Эпизод 6 - Возвращение Джедая,32350000,572700000,1983-05-25,7.909,17030,11.075,en,"приключения, боевик, фантастика"
1427,Парфюмер: История одного убийцы,63700000,135039924,2006-09-13,7.37,5050,11.1328,en,"криминал, фэнтези, драма"
37169,Человеческая многоножка (Первое построение),2000000,252207,2009-10-31,5.185,2415,12.1928,en,ужасы
675353,Соник 2 в Кино,110000000,405421518,2022-03-30,7.428,5909,11.2106,en,"боевик, приключения, семейный, комедия"
969492,Территория зла,18000000,7021101,2024-02-09,7.27,1519,10.2147,en,"боевик, военный, триллер"
616,Последний самурай,140000000,456800000,2003-12-05,7.607,7587,10.5653,en,"драма, боевик, военный"
696506,Микки 17,118000000,133542263,2025-02-28,6.839,3659,11.9721,en,"фантастика, комедия, приключения"
934433,Крик 6,33000000,169063850,2023-03-08,6.944,3238,11.7495,en,"ужасы, триллер, криминал"
558449,Гладиатор 2,310000000,462180717,2024-11-13,6.609,4518,12.0512,en,"боевик, приключения, драма"
17654,Район №9,30000000,210888950,2009-08-05,7.474,10414,11.4542,en,фантастика
598,Город бога,3300000,30641770,2002-08-30,8.428,8250,12.4752,pt,"драма, криминал"
19908,Добро пожаловать в Zомбилэнд,23600000,102391540,2009-10-02,7.259,13250,9.2695,en,"комедия, ужасы"
300671,13 часов: Тайные солдаты Бенгази,50000000,69411370,2016-01-14,7.3,3980,10.9417,en,"военный, история, драма"
676,Перл Харбор,140000000,449220945,2001-05-21,6.936,7041,9.8837,en,"военный, история, драма"
512200,Джуманджи: Новый уровень,125000000,801693929,2019-12-04,6.874,9423,11.8695,en,"приключения, комедия, фэнтези"
505642,Чёрная Пантера: Ваканда навеки,250000000,859102154,2022-11-09,7.0,7537,11.9701,en,"боевик, приключения, фантастика"
591,Код Да Винчи,125000000,760006945,2006-05-17,6.731,10125,10.2956,en,"триллер, детектив"
28178,Хатико: Самый верный друг,16000000,46800000,2009-06-08,8.007,7222,12.3591,en,"драма, семейный"
550988,Главный герой,110000000,331526598,2021-08-11,7.451,9907,11.9353,en,"комедия, приключения, фантастика"
161,Одиннадцать друзей Оушена,85000000,450717150,2001-12-07,7.462,12638,13.2289,en,"триллер, криминал"
23168,Город воров,37000000,154026136,2010-09-15,7.224,5685,9.947,en,"криминал, драма, триллер"
7345,Нефть,25000000,77208711,2007-12-26,8.074,7508,11.5074,en,драма
474350,Оно 2,79000000,473123154,2019-09-04,6.838,9677,12.0315,en,"ужасы, триллер, драма"
38055,Мегамозг,130000000,321885765,2010-10-28,7.032,7522,11.4308,en,"мультфильм, боевик, комедия, семейный, фантастика"
56292,Миссия невыполнима: Протокол Фантом,145000000,694713380,2011-12-07,7.115,10821,10.0909,en,"боевик, триллер, приключения"
2024,Патриот,110000000,215294342,2000-06-28,7.207,4368,11.871,en,"драма, история, военный, боевик"
1268127,Агентура,16000000,13207600,2026-02-11,7.436,157,11.9505,ko,"триллер, боевик, драма"
109418,Одноклассники 2,80000000,247022278,2013-07-11,6.181,4733,11.5173,en,комедия
566525,Шан-Чи и Легенда Десяти Колец,150000000,432243292,2021-09-01,7.494,10469,11.4945,en,"боевик, приключения, фэнтези"
427641,Рэмпейдж,120000000,428028233,2018-04-11,6.464,7596,10.8608,en,"боевик, приключения, фантастика"
812583,Достать ножи: Воскрешение покойника,210000000,4000000,2025-11-26,7.209,2611,13.0367,en,"триллер, детектив, комедия"
335988,Трансформеры 5: Последний рыцарь,217000000,605425157,2017-06-16,6.059,6772,10.8985,en,"боевик, приключения, фантастика"
4232,Крик,14000000,173046663,1996-12-20,7.432,8041,12.0156,en,"криминал, ужасы, детектив"
415,Бэтмен и Робин,125000000,238207122,1997-06-20,4.395,5446,10.3,en,"боевик, фантастика, приключения"
33,Непрощённый,14400000,159157447,1992-08-07,7.912,4989,11.5648,en,вестерн
336843,Бегущий в лабиринте: Лекарство от смерти,62000000,288418190,2018-01-10,7.081,8449,10.5324,en,"фантастика, боевик, приключения, триллер"
1064213,Анора,6000000,56286295,2024-10-14,7.073,3221,11.3379,en,"драма, комедия, мелодрама"
185,Заводной апельсин,2200000,27033812,1971-10-28,8.176,13891,12.7686,en,"фантастика, криминал"
1396,Зеркало,825000,124367,1975-03-07,7.954,1096,9.21,ru,"драма, история"
1615892,APART,5,5,2026-01-02,10.0,1,10.8913,en,"драма, комедия"
527774,Райя и последний дракон,100000000,130423032,2021-03-03,7.8,7334,10.9701,en,"мультфильм, боевик, приключения, фэнтези, семейный"
1369,Рэмбо: Первая кровь 2,44000000,300400432,1985-05-21,6.663,4353,10.3733,en,"боевик, приключения, триллер, военный"
9820,Ловушка для родителей,15000000,92108518,1998-07-28,7.2,4557,11.7833,en,"комедия, семейный, мелодрама"
166428,Как приручить дракона 3,129000000,539987993,2019-01-03,7.754,7159,12.9828,en,"мультфильм, семейный, приключения"
87,Индиана Джонс и Храм Судьбы,28000000,333000000,1984-05-23,7.31,10170,11.4585,en,"приключения, боевик"
10591,Соседка,21000000,31635150,2004-04-09,6.749,4063,11.2623,en,"комедия, мелодрама"
770,Унесённые ветром,4000000,402352579,1939-12-15,7.91,4403,10.1321,en,"драма, военный, мелодрама"
1562,28 недель спустя,15000000,72304846,2007-04-26,6.605,5636,9.9891,en,"ужасы, триллер, фантастика"
745,Шестое чувство,40000000,672800000,1999-08-06,7.954,12960,10.4593,en,"детектив, триллер, драма"
141052,Лига справедливости,300000000,661326987,2017-11-15,6.072,13726,11.0981,en,"боевик, приключения, фантастика"
842675,Блуждающая Земля 2,73800000,665000000,2023-01-22,7.294,729,10.3462,zh,"фантастика, боевик, приключения"
49444,Кунг-фу Панда 2,150000000,665692281,2011-05-25,7.072,7958,12.02,en,"мультфильм, семейный, комедия, боевик"
1431068,मैं वापस आऊंगा,7300000,9300000,2026-06-10,6.8,10,10.6211,hi,"мелодрама, драма, детектив"
1278,Мечтатели,15000000,15100000,2003-10-10,7.2,3106,11.123,en,"драма, мелодрама"
1572,Крепкий орешек 3: Возмездие,90000000,366101666,1995-05-19,7.283,6706,10.2056,en,"боевик, триллер"
1924,Супермен,55000000,300478449,1978-12-14,7.2,4313,10.4511,en,"фантастика, боевик, приключения"
1644864,Dukun Connection,3,10,,0.0,0,9.651,en,комедия
102651,Малефисента,180000000,758539785,2014-05-28,7.088,13784,12.4686,en,"фэнтези, приключения, боевик, семейный, мелодрама"
374720,Дюнкерк,150000000,549136737,2017-07-19,7.452,17648,11.0457,en,"военный, боевик, драма"
616037,Тор: Любовь и гром,250000000,760928081,2022-07-06,6.368,8632,12.8715,en,"фэнтези, боевик, комедия"
198184,Робот по имени Чаппи,49000000,104399548,2015-03-04,6.792,8522,11.0565,en,"криминал, боевик, фантастика"
374720,Дюнкерк,150000000,549136737,2017-07-19,7.452,17648,11.0457,en,"военный, боевик, драма"
399402,Хантер Киллер,40000000,31672678,2018-10-19,6.908,2426,11.0327,en,"боевик, триллер"
1701,Воздушная тюрьма,75000000,224012234,1997-06-05,6.8,4730,11.0199,en,"боевик, триллер, криминал"
615777,Вавилон,78000000,65267446,2022-12-22,7.346,3806,11.0138,en,"драма, комедия"
1284120,Гадкая сестра,4250000,5325096,2025-03-07,7.314,1212,11.0061,no,"ужасы, комедия, драма"
140300,Кунг-фу Панда 3,145000000,521170825,2016-01-23,6.9,6635,10.9969,en,"мультфильм, боевик, приключения, комедия, семейный"
95,Армагеддон,140000000,553799566,1998-07-01,6.835,8634,10.9818,en,"боевик, фантастика, приключения"
527774,Райя и последний дракон,100000000,130423032,2021-03-03,7.8,7334,10.9701,en,"мультфильм, боевик, приключения, фэнтези, семейный"
300671,13 часов: Тайные солдаты Бенгази,50000000,69411370,2016-01-14,7.3,3980,10.9417,en,"военный, история, драма"
402,Основной инстинкт,49000000,352927224,1992-03-20,6.951,4408,10.928,en,"триллер, детектив"
653346,Планета обезьян: Новое царство,160000000,397378150,2024-05-08,7.054,4301,10.9222,en,"фантастика, приключения, боевик"
32657,Перси Джексон и похититель молний,95000000,226497209,2010-02-01,6.213,7853,10.9107,en,"приключения, фэнтези, семейный"
335988,Трансформеры 5: Последний рыцарь,217000000,605425157,2017-06-16,6.059,6772,10.8985,en,"боевик, приключения, фантастика"
1366,Рокки,1000000,117253345,1976-12-03,7.8,8688,10.8932,en,драма
1615892,APART,5,5,2026-01-02,10.0,1,10.8913,en,"драма, комедия"
14869,G.I. Joe: Бросок кобры,175000000,302500000,2009-08-03,5.786,4951,10.8696,en,"приключения, боевик, триллер, фантастика"
1352874,Заклятье. Кровь экзорциста,100000,82873,2025-01-09,5.484,62,10.8635,en,ужасы
427641,Рэмпейдж,120000000,428028233,2018-04-11,6.464,7596,10.8608,en,"боевик, приключения, фантастика"
81,Навсикая из Долины Ветров,1000000,9016411,1984-03-11,7.947,4105,10.8487,ja,"приключения, мультфильм, фэнтези"
37799,Социальная сеть,40000000,224920315,2010-10-01,7.4,13238,10.847,en,драма
530915,1917,100000000,446064352,2019-12-25,7.987,13627,10.825,en,"военный, история, драма"
629542,Плохие парни,80000000,250162278,2022-03-17,7.523,2589,10.815,en,"боевик, мультфильм, комедия, криминал, семейный"
1367642,Напоминание о нём,30000000,89039780,2026-03-11,7.7,341,10.7973,en,"мелодрама, драма"
867,Щепка,40000000,116300000,1993-05-21,5.574,814,10.7939,en,"драма, триллер"
142,Горбатая гора,14000000,178043761,2005-10-22,7.787,7602,10.7862,en,"драма, мелодрама"
493529,Подземелья и драконы: Честь среди воров,151000000,208200000,2023-03-23,7.4,4715,10.7844,en,"приключения, фэнтези, комедия"
12162,Повелитель бури,15000000,49259766,2008-10-10,7.252,6219,10.7824,en,"драма, триллер, военный"
43947,Я плюю на ваши могилы,2000000,572809,2010-06-17,6.5,2595,10.7723,en,"триллер, криминал, ужасы"
452557,Война волков 2,30100000,870325439,2017-07-27,6.504,337,10.7674,zh,"военный, боевик"
1300501,Патриот,15000000,7700000,2026-05-01,7.083,12,10.7614,ml,"боевик, драма, триллер"
581,Танцующий с волками,22000000,424208848,1990-11-09,7.846,4719,10.7352,en,"приключения, драма, вестерн"
9470,Разборки в стиле кунг-фу,20000000,102034104,2004-02-10,7.5,3227,10.7161,cn,"боевик, комедия, криминал, фэнтези"
1637,Скорость,30000000,350448145,1994-06-09,7.158,6887,10.715,en,"боевик, триллер"
166426,Пираты Карибского моря: Мертвецы не рассказывают сказки,230000000,795922298,2017-05-23,6.66,12874,10.6965,en,"приключения, боевик, фэнтези"
531428,Портрет девушки в огне,5740000,9923127,2019-09-06,8.095,2955,10.6963,fr,"драма, мелодрама"
16859,Ведьмина служба доставки,6900000,4493017,1989-07-29,7.8,4615,10.6562,ja,"мультфильм, семейный, фэнтези"
615453,Нэчжа,22000000,742718496,2019-07-26,7.909,893,10.6476,zh,"мультфильм, фэнтези, приключения"
21484,Одержимая,2400000,1200000,1981-05-27,7.318,1343,10.6387,en,ужасы
718930,Быстрее пули,90000000,239268602,2022-08-03,7.413,7623,10.638,en,"боевик, комедия, триллер"
232672,Смешанные,40000000,128000000,2014-05-21,6.9,3824,10.6347,en,"комедия, мелодрама"
664,Смерч,92000000,494471524,1996-05-10,6.566,3880,9.3711,en,"боевик, приключения, драма"
10764,Квант милосердия,200000000,589593688,2008-10-29,6.336,8596,9.4513,en,"приключения, боевик, триллер"
536554,М3ГАН,12000000,181796517,2022-12-28,7.022,4871,9.1919,en,"фантастика, ужасы"
493529,Подземелья и драконы: Честь среди воров,151000000,208200000,2023-03-23,7.4,4715,10.7844,en,"приключения, фэнтези, комедия"
718930,Быстрее пули,90000000,239268602,2022-08-03,7.413,7623,10.638,en,"боевик, комедия, триллер"
335787,Анчартед: На картах не значится,120000000,407141258,2022-02-10,6.883,6950,9.8339,en,"боевик, приключения, детектив"
718789,Базз Лайтер,200000000,226425420,2022-06-15,6.867,3846,9.9806,en,"мультфильм, фантастика, семейный, приключения"
629542,Плохие парни,80000000,250162278,2022-03-17,7.523,2589,10.815,en,"боевик, мультфильм, комедия, криминал, семейный"
9552,Изгоняющий дьявола,12000000,441306145,1973-12-26,7.746,8699,11.2772,en,"ужасы, драма"
204082,Последний рубеж,22000000,51695362,2013-11-12,6.946,3887,10.3005,en,"боевик, триллер"
32657,Перси Джексон и похититель молний,95000000,226497209,2010-02-01,6.213,7853,10.9107,en,"приключения, фэнтези, семейный"
1352874,Заклятье. Кровь экзорциста,100000,82873,2025-01-09,5.484,62,10.8635,en,ужасы
8363,SuperПерцы,20000000,170800000,2007-08-17,7.27,8151,10.5355,en,комедия
336843,Бегущий в лабиринте: Лекарство от смерти,62000000,288418190,2018-01-10,7.081,8449,10.5324,en,"фантастика, боевик, приключения, триллер"
563,Звездный десант,105000000,121214377,1997-11-07,7.113,5545,10.5297,en,"приключения, боевик, триллер, фантастика"
420817,Аладдин,183000000,1054304000,2019-05-22,7.083,10663,10.519,en,"приключения, фэнтези, мелодрама, семейный"
604079,Долгая прогулка,20000000,63103084,2025-09-10,6.889,1621,10.5104,en,"фантастика, триллер, ужасы"
240832,Люси,40000000,469058574,2014-07-25,6.474,17144,10.5081,en,"боевик, фантастика"
50646,Эта дурацкая любовь,50000000,145079584,2011-07-29,7.274,9338,10.5069,en,"комедия, драма, мелодрама"
1708013,Fimbul,93,777,2026-04-16,10.0,1,10.4941,da,фантастика
2005,"Сестричка, действуй",31000000,231605150,1992-05-28,6.83,3462,10.4869,en,"музыка, комедия"
893723,Щенячий патруль: Мегафильм,30000000,202231360,2023-09-21,6.941,567,10.4863,en,"приключения, мультфильм, комедия, семейный, фантастика"
119450,Планета обезьян: Революция,170000000,710644566,2014-07-08,7.339,12280,10.474,en,"фантастика, боевик, драма, триллер"
4523,Зачарованная,85000000,340487652,2007-11-20,6.846,5739,10.0069,en,"комедия, семейный, фэнтези, мелодрама"
1284120,Гадкая сестра,4250000,5325096,2025-03-07,7.314,1212,11.0061,no,"ужасы, комедия, драма"
1662443,"SILVA, LÚCIO",500,500,2026-04-01,10.0,1,10.0975,pt,документальный
37799,Социальная сеть,40000000,224920315,2010-10-01,7.4,13238,10.847,en,драма
746036,Каскадёры,125000000,181073291,2024-04-24,6.956,3843,10.3816,en,"боевик, комедия, мелодрама"
51876,Области тьмы,27000000,161900000,2011-03-17,7.202,11529,8.8885,en,"триллер, детектив, фантастика"
9470,Разборки в стиле кунг-фу,20000000,102034104,2004-02-10,7.5,3227,10.7161,cn,"боевик, комедия, криминал, фэнтези"
82507,Синистер,3000000,82515113,2012-10-04,6.875,6072,10.3488,en,"ужасы, триллер, детектив"
842675,Блуждающая Земля 2,73800000,665000000,2023-01-22,7.294,729,10.3462,zh,"фантастика, боевик, приключения"
752623,Затерянный город,74000000,192907684,2022-03-23,6.455,4023,10.3411,en,"боевик, приключения, комедия"
10527,Мадагаскар 2,150000000,603900354,2008-10-30,6.527,7469,10.3406,en,"приключения, мультфильм, комедия, семейный"
335797,Зверопой,75000000,634151679,2016-11-23,7.125,8464,10.3403,en,"мультфильм, комедия, семейный, музыка"
592695,Удовольствие,1800000,393824,2021-10-08,6.268,800,10.3337,sv,драма
137106,ЛЕГО Фильм,60000000,470759687,2014-02-06,7.431,8540,10.3281,en,"мультфильм, семейный, приключения, комедия, фэнтези"
635302,Истребитель демонов: Поезд «Бесконечный»,15700000,523542183,2020-10-16,8.22,4564,10.3123,ja,"мультфильм, боевик, фэнтези"
290859,Терминатор: Тёмные судьбы,185000000,261119292,2019-10-23,6.422,5724,10.3119,en,"фантастика, боевик, приключения, триллер"
204082,Последний рубеж,22000000,51695362,2013-11-12,6.946,3887,10.3005,en,"боевик, триллер"
415,Бэтмен и Робин,125000000,238207122,1997-06-20,4.395,5446,10.3,en,"боевик, фантастика, приключения"
591,Код Да Винчи,125000000,760006945,2006-05-17,6.731,10125,10.2956,en,"триллер, детектив"
59,Оправданная жестокость,32000000,61477797,2005-09-23,7.166,3760,10.2941,en,"драма, триллер, криминал"
20526,Трон: Наследие,170000000,409912892,2010-12-14,6.546,7990,10.2746,en,"приключения, боевик, фантастика"
1911,13-й воин,120000000,61698899,1999-08-13,6.689,2065,10.4084,en,"приключения, история, боевик"
49529,Джон Картер,263700000,284100000,2012-03-07,6.374,6150,9.8403,en,"боевик, приключения, фантастика"
311324,Великая стена,150000000,331957105,2016-12-16,6.033,5578,9.8887,en,"боевик, приключения, фэнтези"
242582,Стрингер,8500000,47425835,2014-10-23,7.7,11795,10.1186,en,"криминал, драма, триллер"
439079,Проклятие монахини,22000000,366082797,2018-09-05,5.906,7202,11.1511,en,ужасы
4922,Загадочная история Бенджамина Баттона,150000000,335802786,2008-12-25,7.6,13797,10.1589,en,"драма, фэнтези, мелодрама"
608,Люди в чёрном 2,140000000,445135288,2002-07-03,6.388,10709,9.4266,en,"боевик, комедия, фантастика"
72105,Третий лишний,50000000,549368315,2012-06-29,6.454,13247,10.2724,en,"комедия, фэнтези"
13448,Ангелы и Демоны,150000000,485930816,2009-04-20,6.722,7364,9.5661,en,"триллер, детектив"
1374,Рокки 4,31000000,300473716,1985-11-21,7.095,4855,9.5856,en,драма
5559,Би Муви: Медовый заговор,150000000,287594577,2007-10-28,6.046,5314,10.427,en,"семейный, мультфильм, приключения, комедия"
73723,Лоракс,70000000,349305397,2012-03-01,6.536,3905,9.5743,en,"мультфильм, семейный"
969492,Территория зла,18000000,7021101,2024-02-09,7.27,1519,10.2147,en,"боевик, военный, триллер"
300668,Аннигиляция,40000000,43070915,2018-02-22,6.443,9421,10.2069,en,"фантастика, ужасы"
1572,Крепкий орешек 3: Возмездие,90000000,366101666,1995-05-19,7.283,6706,10.2056,en,"боевик, триллер"
14574,Мальчик в полосатой пижаме,12500000,20416563,2008-05-07,7.822,7705,10.1983,en,"драма, военный, история"
1954,Эффект бабочки,13000000,96800000,2004-01-17,7.58,8292,10.1974,en,"фантастика, триллер"
89,Индиана Джонс и последний крестовый поход,48000000,474171806,1989-05-24,7.853,11131,10.1605,en,"приключения, боевик"
4922,Загадочная история Бенджамина Баттона,150000000,335802786,2008-12-25,7.6,13797,10.1589,en,"драма, фэнтези, мелодрама"
131631,Голодные игры: Сойка-пересмешница. Часть 1,125000000,755356711,2014-11-19,6.818,16786,10.1438,en,"фантастика, приключения, триллер"
770,Унесённые ветром,4000000,402352579,1939-12-15,7.91,4403,10.1321,en,"драма, военный, мелодрама"
4011,Битлджюс,15000000,84554197,1988-03-30,7.371,8489,10.1317,en,"фэнтези, комедия"
242582,Стрингер,8500000,47425835,2014-10-23,7.7,11795,10.1186,en,"криминал, драма, триллер"
22881,Невидимая сторона,29000000,309231694,2009-11-20,7.7,6875,10.1132,en,драма
412117,Тайная жизнь домашних животных 2,80000000,429434163,2019-05-24,7.0,3349,10.1072,en,"мультфильм, комедия, семейный, приключения"
508,Реальная любовь,40000000,250779876,2003-09-07,7.099,7422,10.1057,en,"комедия, мелодрама, драма"
756999,Чёрный телефон,16000000,161441914,2022-06-16,7.5,5891,10.098,en,"ужасы, триллер"
1662443,"SILVA, LÚCIO",500,500,2026-04-01,10.0,1,10.0975,pt,документальный
10982,Правдивая история Красной Шапки,8000000,110000000,2005-12-16,6.305,1933,10.0975,en,"мультфильм, комедия, криминал, семейный, детектив"
